,category,sub_category,product_item,product_name,product_price,product_per_kg/lr,shipping_cost,shipping_duration,date_time,prod_description,storage_information,manf_address,Ingredients,Calorif_val_kf,cal_val_kcal,fat,saturated_fat,carbohydrates,sugar_carbohydrates,protein,salt,product_url,product_image
2463,Lebensmittel,Beilagen,Hülsenfrüchte,Müller's Mühle Teller-Linsen 1KG,"4,29 €","4,29 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:15:54.838917,-,"Hinweis zur Aufbewahrung: Vor Wärme geschützt, trocken und dunkel lagern.","Verantwortliches Lebensmittelunternehmen:
Müller´s Mühle GmbH, Am Stadthafen 42-50, 45881 Gelsenkirchen",,336,1420,"1,6","0,4",50,"1,1",23,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Mueller-s-Muehle-Teller-Linsen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/4000286216986---mm-teller-linsen-1-kg_1200.jpg
2464,Lebensmittel,Beilagen,Hülsenfrüchte,Müller's Mühle Red Kidney Bohnen 500G,"2,49 €","4,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:15:58.034837,-,"Hinweis zur Aufbewahrung: Vor Wärme geschützt, trocken und dunkel lagern.","Verantwortliches Lebensmittelunternehmen:
Müller´s Mühle GmbH, Am Stadthafen 42-50, 45881 Gelsenkirchen",Zutatenverzeichnis: Monoprodukt - 100% Bohnen,1227,292,"1,5","0,5",38,"2,5",21,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Mueller-s-Muehle-Red-Kidney-Bohnen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/mm_red_kidney_bohnen_500g.jpg
2465,Lebensmittel,Beilagen,Hülsenfrüchte,Alnatura Bio Grünkern 500G,"3,29 €","6,58 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:01.076033,-,Hinweis zur Aufbewahrung: Bitte trocken lagern und vor Wärme schützen. Unter Schutzatmosphäre verpackt.,"Verantwortliches Lebensmittelunternehmen:
Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt",Zutatenverzeichnis: GRÜNKERN* ¹ *aus biologischer Landwirtschaft ¹Grünkern ist eine Urweizenart . Kann Spuren von SOJA und SESAM enthalten.,1445,342,"2,7","0,3",63,"0,7",12,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Alnatura-Bio-Gruenkern-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/4104420011908alnaturabiogrnkern.png
2466,Lebensmittel,Beilagen,Hülsenfrüchte,Alnatura Bio Kichererbsen 500G,"2,69 €","5,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:04.164354,-,Hinweis zur Aufbewahrung: Bitte trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Str. 7, 64295 Darmstadt","Zutatenverzeichnis: Kichererbsen*. Kann Spuren von GLUTEN, ERDNÜSSEN, SOJA, MANDEL, NÜSSEN und SESAM enthalten. *aus biologischer Landwirtschaft.",1417,337,"5,9","0,01",44,"2,4",19,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Alnatura-Bio-Kichererbsen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/4104420022683-alnatura-bio-kichererbsen-getrocknet.jpg
2467,Lebensmittel,Beilagen,Hülsenfrüchte,Müller's Mühle Wachtel Bohnen 500G,"2,69 €","5,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:07.061570,-,"Hinweis zur Aufbewahrung: Vor Wärme geschützt, trocken und dunkel lagern.","Verantwortliches Lebensmittelunternehmen:
Müller´s Mühle GmbH, Am Stadthafen 42-50, 45881 Gelsenkirchen",Zutatenverzeichnis: Monoprodukt - 100% Bohnen,1253,298,"1,5","0,4",41,"2,6",20,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Mueller-s-Muehle-Wachtel-Bohnen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/mm_wachtelbohnen_500g.jpg
2468,Lebensmittel,Beilagen,Hülsenfrüchte,Müller's Mühle Pardina Linsen 500G,"2,69 €","5,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:09.628102,Pardina Linsen,"Hinweis zur Aufbewahrung: Vor Wärme geschützt, trocken und dunkel lagern.","Verantwortliches Lebensmittelunternehmen:
Müller´s Mühle GmbH, Am Stadthafen 42-50, 45881 Gelsenkirchen",,1417,336,"1,5","0,4",50,"1,3",23,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Mueller-s-Muehle-Pardina-Linsen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/mller039s_mhle_pardina_linsen.jpg
2469,Lebensmittel,Beilagen,Hülsenfrüchte,Müller's Mühle Rote Linsen 500G,"2,69 €","5,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:12.377906,-,"Hinweis zur Aufbewahrung: Vor Wärme geschützt, trocken und dunkel lagern.","Verantwortliches Lebensmittelunternehmen:
Müller´s Mühle GmbH, Am Stadthafen 42-50, 45881 Gelsenkirchen",,1423,337,"1,4","0,3",49,"1,2",26,"0,01",https://www.edeka24.de/Lebensmittel/Beilagen/Huelsenfruechte/Mueller-s-Muehle-Rote-Linsen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/4000286221126---mm-rote-linsen-500g_1200.jpg
2471,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Pfanni Kartoffel Püree das Lockere 3x80G,"1,79 €","7,46 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:18.388100,Kartoffel Püree aus gekochten Kartoffeln,Hinweis zur Aufbewahrung: Nach Öffnung ist der Packungsinhalt im wieder verschlossenen Beutel kühl und trocken mindestens 3 Wochen haltbar.,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland, Postfach 570 307, 22772 Hamburg","Zutatenverzeichnis: 99% Kartoffeln², Emulgator Mono- und Diglyceride von Speisefettsäuren, Stabilisator Diphosphat, Aromen, Antioxidationsmittel NATRIUMMETABISULFIT. ²aus nachhaltigem Anbau Kann Spuren von GLUTEN, MILCH, EI und SELLERIE enthalten.",257,61,"1,2","0,6",10,"1,7","2,1","0,4",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Kartoffel-Pueree-das-Lockere-3x80G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfanni_kartoffel_pree_das_lockere_3x_80g.jpg
2472,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Pfanni Kartoffelknödel halb & halb 6 Stück 200G,"1,49 €","7,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:21.456342,Kartoffel Knödel aus blanchierten und gekochten Kartoffeln im Kochbeutel,Hinweis zur Aufbewahrung: Die in der Packung verbleibenden Knödel sind im gut verschlossenen Folienbeutel mindestens 8 Wochen haltbar.,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland Holding GmbH, Am Strandkai 1 , D-20457 Hamburg","Zutatenverzeichnis: 82% Kartoffeln, Stärke, HARTWEIZENGRIESS, Speisesalz, Palmöl, MILCHZUCKER, Aromen, Emulgator Mono- und Diglyceride von Speisefettsäuren, MILCHEIWEISS, Stabilisator Diphosphat, Zwiebeln, Antioxidationsmittel NATRIUMMETABISULFIT, Hefeextrakt, Zucker, Gewürze (Curcuma, SELLERIESAMEN). Kann Spuren von EI enthalten.",120,490,"0,7","0,4",23,"0,4",2,"0,93",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Kartoffelknoedel-halb-halb-6-Stueck-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfanni_kartoffelkndel_halb_amp_halb_im_kochbeutel_fr_6_stk.jpg
2473,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Grocholl Bratkartoffeln mit Schinken & Zwiebeln 400G,"1,59 €","3,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:24.072019,Bratkartoffeln mit Schinken und Zwiebeln,Hinweis zur Aufbewahrung: Trocken lagern bei über + 10° C.,"Verantwortliches Lebensmittelunternehmen:
Ulrich Grocholl oHG, Dalitzer Weg 4 29459 Clenze","Zutatenverzeichnis: Kartoffeln (87%), Zwiebeln (6%), Schinken (Schweinefleisch, Speisesalz, Gewürze, Zucker, Dextrose, Konservierungsstoffe Natriumnitrit und Kaliumnitrat, Antioxidationsmittel Natriumascorbat, Buchenholzrauch) ( 3,5%), Rapsöl, Speisesalz, Gewürze, Würze, Raucharoma, Antioxidationsmittel NATRIUMMETABISULFIT",96,402,"3,2","0,5","13,5",1,"2,3","0,8",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Grocholl-Bratkartoffeln-mit-Schinken-Zwiebeln-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/grocholl_bratkartoffeln_mit_schinken_amp_zwiebeln_400g.jpg
2474,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Grocholl Bratkartoffeln mit Zwiebeln 400G,"1,49 €","3,73 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:26.713858,-,Hinweis zur Aufbewahrung: Trocken lagern bei über + 10° C.,"Verantwortliches Lebensmittelunternehmen:
Ulrich Grocholl oHG, Dalitzer Weg 4 29459 Clenze","Zutatenverzeichnis: Kartoffeln (90%), Zwiebeln (6%), Rapsöl, Speisesalz, Gewürz, Antioxidationsmittel NATRIUMMETABISULFIT",372,88,"2,4","0,2","13,9","0,9","1,8","0,8",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Grocholl-Bratkartoffeln-mit-Zwiebeln-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/grocholl_bratkartoffeln_mit_zwiebeln_400g.jpg
2475,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,"Bernbacher Nockerlgrieß 3x 83,4G","1,39 €","5,56 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:30.182738,-,,"Verantwortliches Lebensmittelunternehmen:
Bernbacher, J. Bernbacher und Sohn GmbH und Co. KG, Lise-Meitner-Str. 5, D-85662 Hohenbrunn",Zutatenverzeichnis: HARTWEIZENGRIESS 100%,1430,337,"0,8","0,2",69,"0,4","11,5","0,005",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Bernbacher-Nockerlgriess-3x-83-4G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bernbacher_nockerlgrie.jpg
2476,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Alnatura Bio Kartoffel Püree locker & cremig 160G,"2,19 €","13,69 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:33.180714,Bio Trockenmischung zur Zubereitung von Kartoffelpüree,Hinweis zur Aufbewahrung: Bitte trocken lagern und vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Alnatura GmbH, Darmstädter Str. 63, 64404 Bickenbach","Zutatenverzeichnis: Kartoffeln* 96%, Meersalz, Gewürze* (Zwiebelpulver*, Muskatnuss*, Knoblauch*, Liebstöckel*, Kurkuma*), Sonnenblumenöl* *aus biologischer Landwirtschaft . Kann Spuren von GLUTEN, EI, SOJA, MILCH, SELLERIE und SENF enthalten.",301,71,"1,6","0,6",11,"2,4","2,6","0,52",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Alnatura-Bio-Kartoffel-Pueree-locker-cremig-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/alnaturakartopr.jpg
2477,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Maggi Semmel Knödel 6er im Kochbeutel 200G,"2,19 €","10,95 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:36.266844,"Lecker würzige Semmelknödel, aus typischen Zutaten wie Brot, Eiern und Gewürzen. Ob zum Festschmaus oder einfach zu deftigen Braten– eine passende Beilage für jedes Gericht ",Hinweis zur Aufbewahrung: Trocken lagern und vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Maggi GmbH, 78221 Singen (Hohentwiel)","Zutatenverzeichnis: 87% Semmelbrösel (WEIZENMEHL, Salz, Hefe), Stärke, Palmfett, Jodsalz, Würze, VOLLEIPULVER, Zwiebeln, HÜHNEREI-EIWEIßPULVER, Gewürze, Petersilie, Verdickungsmittel Guarkernmehl, Salz. SPUREN: MILCH, SOJA, SELLERIE",1576,373,"4,8","1,7",68,"3,6",12,"3,1",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Maggi-Semmel-Knoedel-6er-im-Kochbeutel-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/maggi_semmel_kndel_6er_im_kochbeutel.jpg
2478,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,"Pfanni Kartoffel Püree Das Komplette 94,5G","1,39 €","14,63 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:38.892104,Kartoffel Püree aus gekochten Kartoffeln mit entrahmter Milch,Hinweis zur Aufbewahrung: Nach Öffnung ist der Packungsinhalt im wieder verschlossenen Beutel kühl und trocken mindestens 3 Wochen haltbar.,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland Holding GmbH, Am Strandkai 1 , D-20457 Hamburg","Zutatenverzeichnis: 85% Kartoffeln, Palmöl, 4.3% MAGERMILCHPULVER, Speisesalz, MILCHZUCKER, MILCHEIWEISS, Emulgator Mono- und Diglyceride von Speisefettsäuren, Aromen. Kann Spuren von Gluten, Ei und Sellerie enthalten.",70,290,"1,5","0,7",11,1,2,"0,63",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Kartoffel-Pueree-Das-Komplette-94-5G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfannikartoffelpreemitentrahmtermilch.jpg
2479,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Maggi Kartoffel Knödel Halb & Halb im Kochbeutel 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:41.521908,-,Hinweis zur Aufbewahrung: Trocken lagern und vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Maggi GmbH, 78221 Singen (Hohentwiel)","Zutatenverzeichnis: Kartoffeln, Kartoffelstärke, modifizierte Stärke, Jodsalz, Emulgator Mono- und Diglyceride von Speisefettsäuren, Palmfett, Aromen, Säuerungsmittel Citronensäure, Antioxidationsmittel NATRIUMMETABISULFIT.",349,1478,"3,1","2,6",75,"1,1","3,5",3,https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Maggi-Kartoffel-Knoedel-Halb-Halb-im-Kochbeutel-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/maggi_kartoffel_kndel_halb_amp_halb_im_kochbeutel.jpg
2480,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Pfanni Semmel Knödel mit Räucherspeck im Kochbeutel - 6 Knödel 200G,"1,49 €","7,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:44.482014,Semmel Knödel aus Semmelbrot und Räucherspeck im Kochbeutel,,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland Holding GmbH, Am Strandkai 1 , D-20457 Hamburg","Zutatenverzeichnis: 64% Semmelbrot (WEIZENMEHL, Speisesalz, Hefe, Sonnenblumenöl, Paprika), 10% geräucherter Speck (Schweinerückenspeck, Speisesalz, Rauch), WEIZENMEHL, Palmöl, VOLLEIPULVER, Stärke, EIKLARPULVER, MILCHEIWEISS, Speisesalz, MOLKENERZEUGNIS, Gewürze (Muskatnuss, Curcuma), Aromen, Raucharoma.",160,660,7,3,20,"0,4",4,"1,1",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Semmel-Knoedel-mit-Raeucherspeck-im-Kochbeutel-6-Knoedel-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfanni_semmel_kndel_mit_rucherspeck_im_kochbeutel_6_kndel.jpg
2481,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Maggi Pures Püree 100% Kartoffel-Genuss 2x 60G,"1,69 €","14,08 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:47.628116,-,Hinweis zur Aufbewahrung: Trocken lagern und vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Maggi GmbH, 78221 Singen (Hohentwiel)","Zutatenverzeichnis: Kartoffeln, Gewürzextrakt. SPUREN: EIER, SOJA, MILCH, SELLERIE, GLUTENHALTIGES GETREIDE, SENF",343,1452,"0,5","0,1",71,"3,2","8,6","0,0",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Maggi-Pures-Pueree-100-Kartoffel-Genuss-2x-60G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/maggi_pures_pree_100_kartoffelgenuss.jpg
2482,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Leimer Semmel-Würfel Knödelbrot 250G,"2,19 €","8,76 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:50.599591,Semmelwürfel,Hinweis zur Aufbewahrung: Trocken lagern. Vor Licht schützen.,"Verantwortliches Lebensmittelunternehmen:
LEIMER KG, D-83278 Traunstein","Zutatenverzeichnis: WEIZENMEHL, Salz, Hefe. Pflanzlches Fett (Palm), Rapsöl",1555,367,3,"1,2","70,8","3,7","12,2","2,2",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Leimer-Semmel-Wuerfel-Knoedelbrot-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/leimer-semmelknoedel-brot-04000186046201.jpg
2483,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Pfanni Kartoffel Klöße mit rohen Kartoffeln für 6 Stück 200G,"1,49 €","7,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:53.622131,"Kartoffel Klöße aus rohen, blanchierten und gekochten Kartoffeln im Kochbeutel",Hinweis zur Aufbewahrung: Die in der Packung verbleibenden Klöße sind im gut verschlossenen Folienbeutel mindestens 8 Wochen haltbar.,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland Holding GmbH, Am Strandkai 1 , D-20457 Hamburg","Zutatenverzeichnis: 82% Kartoffeln, Stärke, Speisesalz, Palmöl, Emulgator Mono- und Diglyceride von Speisefettsäuren, MILCHZUCKER, Stabilisatoren (Diphosphat, Natriumcitrat), Antioxidationsmittel NATRIUMMETABISULFIT, Aromen (mit SELLERIE), Hefeextrakt, Zucker, Gewürze (Curcuma, SELLERIESAMEN). Kann Spuren von GLUTEN und EI enthalten.",460,110,"0,4","0,2",24,"0,7",2,"0,87",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Kartoffel-Kloesse-mit-rohen-Kartoffeln-fuer-6-Stueck-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfanni_kartoffel_kle_mit_rohen_kartoffeln_fr_6_stk(1).jpg
2484,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Bio Gourmet Gnocchi 250G,"3,49 €","13,96 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:56.532073,"Kartoffel-Gnocchi, glutenfrei",Hinweis zur Aufbewahrung: Kühl und trocken lagern. Nach dem Öffnen im Kühlschrank lagern und innerhalb von 2 Tagen verzehren.,"Verantwortliches Lebensmittelunternehmen:
Bio Gourmet GmbH, 71729 Erdmannshausen","Zutatenverzeichnis: Kartoffelpüree* 60%(Wasser, Kartoffelflocken*), Maismehl*, Kartoffelstärke*, Maisstärke*, Salz, Säureregulator: Milchsäure. Mit Reismehl* bestäubt. *aus kontrolliert biologischem Anbau",579,137,"0,5","0,1",31,"0,5","1,8","1,4",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Bio-Gourmet-Gnocchi-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bggnocchi.jpg
2485,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Schär Gnocchi 300G,"3,49 €","11,63 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:16:59.279596,Glutenfreie Kartoffel Gnocchi. Speziell formuliert für Menschen mit Glutenunverträglichkeit.,Hinweis zur Aufbewahrung: Bei Raumtemperatur trocken lagern. Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb von drei Tagen verbrauchen.,"Verantwortliches Lebensmittelunternehmen:
Dr. Schär AG/SPA, Winkelau 9, 39014 Burgstall/Postal (BZ) Italy","Zutatenverzeichnis: Rehydrierte Kartoffelflocken 85% (Wasser, Kartoffeln, Emulgator: Mono-und Diglyceride von Speisefettsäuren, Stabilisator: Dinatriumdiphosphat, Antioxidationsmittel: Ascorbyl-palmitat), Reismehl, Kartoffelstärke, Salz, Säureregulator: MILCHSÄURE, Konservierungsstoff: Sorbinsäure.",686,162,0,0,36,"0,9","3,1",1,https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Schaer-Gnocchi-300G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schr_gnocchi_300g.jpg
2486,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Pfanni Kartoffel Knödel-Teig der Klassiker halb & halb für 12 Knödel 318G,"2,79 €","8,77 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:02.337591,Zubereitung für Teig für Kartoffel- Knödel aus blanchierten und gekochten Kartoffeln,,"Verantwortliches Lebensmittelunternehmen:
Unilever Deutschland Holding GmbH, Am Strandkai 1 , D-20457 Hamburg","Zutatenverzeichnis: 63% Kartoffeln¹, Stärke, Speisesalz, Aromen, Backtriebmittel Natriumhydrogencarbonat, Zwiebelpulver, Palmöl, Stabilisator Ascorbinsäure, Curcuma. ¹aus nachhaltigem Anbau. Kann Spuren von GLUTEN, MILCH, EI, SELLERIE und SENF enthalten.",400,96,"0,5","0,1",20,"0,5","1,7","0,8",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Pfanni-Kartoffel-Knoedel-Teig-der-Klassiker-halb-halb-fuer-12-Knoedel-318G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/pfanni_kartoffel_kndelteig_der_klassiker_halb_amp_halb_fr_12_kndel.jpg
2487,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Alnatura Bio Kartoffelknödel halb & halb 225G,"2,69 €","11,96 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:05.476035,Bio Trockenmischung aus rohen und gekochten Kartoffeln zur Zubereitung von Kartoffelknödeln,Hinweis zur Aufbewahrung: Bitte trocken lagern und vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt","Zutatenverzeichnis: Kartoffeln*, Kartoffelstärke*, Meersalz, Zwiebel*, Muskatnuss*, Kurkuma*, Liebstöckelwurzel* *aus biologischer Landwirtschaft . Kann Spuren von GLUTEN, EI, SOJA, MILCH, SELLERIE und SENF enthalten.",448,106,"0,5","0,1",24,"0,5","1,5","1,1",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Alnatura-Bio-Kartoffelknoedel-halb-halb-225G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bio_alnatura_kartoffelknamp246del_225g.jpg
2488,Lebensmittel,Beilagen,Knödel-Kartoffelprodukte,Leimer Bio-Semmelwürfel Knödelbrot 250G,"2,29 €","9,16 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:08.636630,Leimer Bio-Semmelwürfel,Hinweis zur Aufbewahrung: Trocken lagern. Vor Licht schützen.,"Verantwortliches Lebensmittelunternehmen:
Leimer KG, 83278 Traunstein","Zutatenverzeichnis: Bio-WEIZENMEHL, Salz, Hefe, Pflanzliches Bio-Fett (Palm), Bio-Sonnenblumenöl. Kann Spuren von MILCHPRODUKTEN und SELLERIE enthalten.",1545,365,"2,3","0,8","72,2","2,5","11,8","2,5",https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Leimer-Bio-Semmelwuerfel-Knoedelbrot-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/bio_leimer_semmelwamp252rfel_knamp246delbrot_250g.jpg
2489,Lebensmittel,Konserven,Fischkonserven,Hawesta Heringsfilet Tomaten-Creme 200G,"1,99 €","9,95 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:11.339483,Heringsfilets in Tomaten-Creme,,"Verantwortliches Lebensmittelunternehmen:
Hawesta - Feinkost GmbH & Co. KG, 23568 Lübeck","Zutatenverzeichnis: HERINGSFILETS 60% (Clupea harengus), Wasser, Tomatenmark, Rapsöl, Zucker, Branntweinessig, Weinbranntweinessig, Speisesalz, SENF (Wasser, SENFSAATEN, Branntweinessig, Salz, Gewürze, natürliches Aroma), Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; modifizierte Stärke, MILCHEIWEIß, Gewürze, Maltodextrin, Dextrose, Aromen (enthalten SELLERIE und SENF). Kann Spuren von GLUTEN, EI, SOJA und LAKTOSE enthalten.",887,214,17,2,"3,6",2,"11,5","0,5",https://www.edeka24.de/index.php?cl=details&anid=bfhpvpM3RJzhKolGWBzBEd-1&emcs0=3&emcs1=Kategorieseite%20-%20Topseller&emcs2=&emcs3=129283003,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/hawesta_heringsfilet_tomatencreme.jpg
